Time[ms],#Mission,TargetDepth[m],PistonPosition[m],PIDoutput,Pressure[V],MeasuredDepth[m],Psi,Pascal,Battery[V],Temperature,MotionData
399.00,1,1.300000,-0.000000,1194.755737,0.497188,0.105244,14.849693,102385.062500,18.730661,112.281250,0.000000
897.00,1,1.300000,-0.000000,1194.755737,0.497188,0.105244,14.849693,102385.062500,18.730661,112.281250,0.000000
1395.00,1,1.300000,-0.000000,1228.550903,0.495265,0.071449,14.801625,102053.648437,19.905538,112.734375,0.000000
1894.00,1,1.300000,-0.000000,1228.550903,0.495265,0.071449,14.801625,102053.648437,19.905538,112.734375,0.000000
2392.00,1,1.300000,0.000697,1233.379272,0.494990,0.066621,14.794757,102006.296875,18.995813,112.734375,0.000000
2891.00,1,1.300000,0.000697,1233.379272,0.494990,0.066621,14.794757,102006.296875,18.995813,112.734375,0.000000
3390.00,1,1.300000,0.001402,1228.550903,0.495265,0.071449,14.801625,102053.648437,18.934288,112.742187,0.000000
3889.00,1,1.300000,0.001402,1228.550903,0.495265,0.071449,14.801625,102053.648437,18.934288,112.742187,0.000000
4388.00,1,1.300000,0.002164,1223.723388,0.495540,0.076277,14.808491,102100.992187,18.916708,112.726562,0.000000
4887.00,1,1.300000,0.002164,1223.723388,0.495540,0.076277,14.808491,102100.992187,18.916708,112.726562,0.000000
5385.00,1,1.300000,0.002868,1218.895019,0.495814,0.081105,14.815359,102148.335937,18.893268,112.734375,0.000000
5883.00,1,1.300000,0.002868,1218.895019,0.495814,0.081105,14.815359,102148.335937,18.893268,112.734375,0.000000
6382.00,1,1.300000,0.003597,1223.723388,0.495540,0.076277,14.808491,102100.992187,18.866899,112.742187,0.000000
6881.00,1,1.300000,0.003597,1223.723388,0.495540,0.076277,14.808491,102100.992187,18.866899,112.742187,0.000000
7380.00,1,1.300000,0.004324,1233.379272,0.494990,0.066621,14.794757,102006.296875,18.871295,112.765625,0.000000
7879.00,1,1.300000,0.004324,1233.379272,0.494990,0.066621,14.794757,102006.296875,18.871295,112.765625,0.000000
8378.00,1,1.300000,0.005053,1238.206909,0.494716,0.061793,14.787891,101958.953125,18.850786,112.812500,0.000000
8877.00,1,1.300000,0.005053,1238.206909,0.494716,0.061793,14.787891,101958.953125,18.850786,112.812500,0.000000
9376.00,1,1.300000,0.005787,1214.067504,0.496089,0.085932,14.822225,102195.679687,18.947471,112.828125,0.000000
9875.00,1,1.300000,0.005787,1214.067504,0.496089,0.085932,14.822225,102195.679687,18.947471,112.828125,0.000000
10374.00,1,1.300000,0.006524,1151.304687,0.499660,0.148695,14.911495,102811.171875,18.979700,112.820312,0.000000
10873.00,1,1.300000,0.006524,1151.304687,0.499660,0.148695,14.911495,102811.171875,18.979700,112.820312,0.000000
11372.00,1,1.300000,0.007276,987.155639,0.508999,0.312844,15.144969,104420.929687,18.966516,112.804687,0.000000
11870.00,1,1.300000,0.007276,987.155639,0.508999,0.312844,15.144969,104420.929687,18.966516,112.804687,0.000000
12369.00,1,1.300000,0.007938,774.728515,0.521084,0.525271,15.447112,106504.125000,18.859575,112.812500,0.000000
12868.00,1,1.300000,0.007938,774.728515,0.521084,0.525271,15.447112,106504.125000,18.859575,112.812500,0.000000
13366.00,1,1.300000,0.008550,779.556152,0.520810,0.520444,15.440245,106456.781250,18.893268,112.789062,0.000000
13865.00,1,1.300000,0.008550,779.556152,0.520810,0.520444,15.440245,106456.781250,18.893268,112.789062,0.000000
14363.00,1,1.300000,0.008997,765.072631,0.521634,0.534927,15.460845,106598.812500,18.946006,112.796875,0.000000
14862.00,1,1.300000,0.008997,765.072631,0.521634,0.534927,15.460845,106598.812500,18.946006,112.796875,0.000000
15360.00,1,1.300000,0.009462,750.589843,0.522458,0.549410,15.481445,106740.843750,18.951866,112.781250,0.000000
15858.00,1,1.300000,0.009462,750.589843,0.522458,0.549410,15.481445,106740.843750,18.951866,112.781250,0.000000
16356.00,1,1.300000,0.009919,745.760925,0.522732,0.554239,15.488313,106788.195312,18.946006,112.789062,0.000000
16855.00,1,1.300000,0.009919,745.760925,0.522732,0.554239,15.488313,106788.195312,18.946006,112.789062,0.000000
17353.00,1,1.300000,0.010366,736.105712,0.523282,0.563894,15.502046,106882.882812,18.947471,112.781250,0.000000
17852.00,1,1.300000,0.010366,736.105712,0.523282,0.563894,15.502046,106882.882812,18.947471,112.781250,0.000000
18350.00,1,1.300000,0.010826,702.310485,0.525205,0.597689,15.550114,107214.304687,18.951866,112.781250,0.000000
18849.00,1,1.300000,0.010826,702.310485,0.525205,0.597689,15.550114,107214.304687,18.951866,112.781250,0.000000
19348.00,1,1.300000,0.011248,687.827026,0.526029,0.612173,15.570714,107356.335937,18.943077,112.781250,0.000000
19847.00,1,1.300000,0.011248,687.827026,0.526029,0.612173,15.570714,107356.335937,18.943077,112.781250,0.000000
20346.00,1,1.300000,0.011683,625.063598,0.529599,0.674936,15.659985,107971.835937,18.959190,112.781250,0.000000
20845.00,1,1.300000,0.011683,625.063598,0.529599,0.674936,15.659985,107971.835937,18.959190,112.781250,0.000000
21344.00,1,1.300000,0.012078,596.097351,0.531247,0.703903,15.701185,108255.898437,18.950401,112.765625,0.000000
21843.00,1,1.300000,0.012078,596.097351,0.531247,0.703903,15.701185,108255.898437,18.950401,112.765625,0.000000
22342.00,1,1.300000,0.012451,523.677978,0.535368,0.776322,15.804189,108966.085937,18.956260,112.757812,0.000000
22841.00,1,1.300000,0.012451,523.677978,0.535368,0.776322,15.804189,108966.085937,18.956260,112.757812,0.000000
23340.00,1,1.300000,0.012806,485.055206,0.537565,0.814945,15.859124,109344.851562,18.965051,112.757812,0.000000
23839.00,1,1.300000,0.012806,485.055206,0.537565,0.814945,15.859124,109344.851562,18.965051,112.757812,0.000000
24338.00,1,1.300000,0.013119,402.981994,0.542234,0.897018,15.975859,110149.710937,18.979700,112.757812,0.000000
24837.00,1,1.300000,0.013119,402.981994,0.542234,0.897018,15.975859,110149.710937,18.979700,112.757812,0.000000
25336.00,1,1.300000,0.013409,316.078491,0.547179,0.983921,16.099464,111001.945312,18.970911,112.750000,0.000000
25835.00,1,1.300000,0.013409,316.078491,0.547179,0.983921,16.099464,111001.945312,18.970911,112.750000,0.000000
26334.00,1,1.300000,0.013650,253.317001,0.550749,1.046683,16.188732,111617.421875,19.000209,112.742187,0.000000
26833.00,1,1.300000,0.013650,253.317001,0.550749,1.046683,16.188732,111617.421875,19.000209,112.742187,0.000000
27332.00,1,1.300000,0.013846,147.101882,0.556792,1.152898,16.339805,112659.039062,19.017787,112.734375,0.000000
27831.00,1,1.300000,0.013846,147.101882,0.556792,1.152898,16.339805,112659.039062,19.017787,112.734375,0.000000
28330.00,1,1.300000,0.013992,69.856285,0.561187,1.230144,16.449674,113416.554687,19.013393,112.718750,0.000000
28829.00,1,1.300000,0.013992,69.856285,0.561187,1.230144,16.449674,113416.554687,19.013393,112.718750,0.000000
29328.00,1,1.300000,0.014084,-26.702404,0.566680,1.326702,16.587013,114363.476562,19.041227,112.726562,0.000000
29827.00,1,1.300000,0.014084,-26.702404,0.566680,1.326702,16.587013,114363.476562,19.041227,112.726562,0.000000
30326.00,1,1.300000,0.014125,-137.742645,0.572998,1.437743,16.744949,115452.406250,19.064666,112.718750,0.000000
30825.00,1,1.300000,0.014125,-137.742645,0.572998,1.437743,16.744949,115452.406250,19.064666,112.718750,0.000000
