Time[ms],#Mission,TargetDepth[m],PistonPosition[m],PIDoutput,Pressure[V],MeasuredDepth[m],Psi,Pascal,Battery[V],Temperature,MotionData
400.00,1,1.500000,-0.000000,0.020986,1730.000000,0.001000,0.000000,0.000000,0.000000,0.000000,0.000000
899.00,1,1.500000,-0.000000,0.020986,1730.000000,0.001000,0.000000,0.000000,0.000000,0.000000,0.000000
1398.00,1,1.500000,-0.000000,0.017425,0.506527,0.255331,15.063166,103856.914062,21.657598,0.000000,0.000000
1897.00,1,1.500000,-0.000000,0.017425,0.506527,0.255331,15.063166,103856.914062,21.657598,0.000000,0.000000
2396.00,1,1.500000,0.000962,0.017358,0.506801,0.260158,15.070033,103904.257812,20.824050,81.046875,0.000000
2895.00,1,1.500000,0.000962,0.017358,0.506801,0.260158,15.070033,103904.257812,20.824050,81.046875,0.000000
3393.00,1,1.500000,0.001923,0.017493,0.506252,0.250503,15.056300,103809.570312,20.714180,81.039062,0.000000
3892.00,1,1.500000,0.001923,0.017493,0.506252,0.250503,15.056300,103809.570312,20.714180,81.039062,0.000000
4391.00,1,1.500000,0.002930,0.017493,0.506252,0.250503,15.056300,103809.570312,20.507625,81.031250,0.000000
4890.00,1,1.500000,0.002930,0.017493,0.506252,0.250503,15.056300,103809.570312,20.507625,81.031250,0.000000
5389.00,1,1.500000,0.003926,0.017358,0.506801,0.260158,15.070033,103904.257812,20.542783,81.039062,0.000000
5887.00,1,1.500000,0.003926,0.017358,0.506801,0.260158,15.070033,103904.257812,20.542783,81.039062,0.000000
6386.00,1,1.500000,0.004926,0.017358,0.506801,0.260158,15.070033,103904.257812,20.542783,81.070312,0.000000
6885.00,1,1.500000,0.004926,0.017358,0.506801,0.260158,15.070033,103904.257812,20.542783,81.070312,0.000000
7384.00,1,1.500000,0.005924,0.017155,0.507625,0.274643,15.090634,104046.296875,20.550107,81.085937,0.000000
7883.00,1,1.500000,0.005924,0.017155,0.507625,0.274643,15.090634,104046.296875,20.550107,81.085937,0.000000
8382.00,1,1.500000,0.006925,0.017223,0.507351,0.269815,15.083767,103998.953125,20.566223,81.093750,0.000000
8881.00,1,1.500000,0.006925,0.017223,0.507351,0.269815,15.083767,103998.953125,20.566223,81.093750,0.000000
9380.00,1,1.500000,0.007962,0.015465,0.514492,0.395340,15.262306,105229.929687,20.595521,81.085937,0.000000
