Time[ms],#Mission,TargetDepth[m],PistonPosition[m],PIDoutput,Pressure[V],MeasuredDepth[m],Psi,Pascal,Battery[V],Temperature,MotionData
540.00,1,1.500000,-0.000000,0.009358,0.498286,0.110494,14.857160,102436.546875,22.448661,-51.921875,0.000000
1539.00,1,1.500000,0.002312,0.016832,0.497737,0.100838,14.843426,102341.859375,21.348497,-51.921875,0.000000
2538.00,1,1.500000,0.004414,0.011859,0.498012,0.105667,14.850294,102389.210937,22.146884,-53.921875,0.000000
3537.00,1,1.500000,0.006727,0.011888,0.497737,0.100838,14.843426,102341.859375,21.496456,-53.921875,0.000000
4536.00,1,1.500000,0.009169,0.004414,0.498286,0.110494,14.857160,102436.546875,21.514034,-51.921875,0.000000
5535.00,1,1.500000,0.008791,0.009387,0.498012,0.105667,14.850294,102389.210937,21.270854,-51.921875,0.000000
6534.00,1,1.500000,0.008474,0.006828,0.498836,0.120150,14.870894,102531.242187,21.423208,-51.921875,0.000000
7533.00,1,1.500000,0.006033,0.014244,0.498836,0.120150,14.870894,102531.242187,21.349962,-51.921875,0.000000
8532.00,1,1.500000,0.006799,0.016774,0.498286,0.110494,14.857160,102436.546875,22.000392,-51.921875,0.000000
9531.00,1,1.500000,0.007649,0.001827,0.499385,0.129805,14.884627,102625.929687,21.349962,-51.921875,0.000000
10530.00,1,1.500000,0.005208,0.011685,0.499660,0.134634,14.891494,102673.273437,21.326522,-51.921875,0.000000
11529.00,1,1.500000,0.005575,0.000000,0.516964,0.438791,15.324108,105656.039062,21.392444,-51.921875,0.000000
12528.00,1,1.500000,0.003133,0.000000,0.523556,0.554660,15.488912,106792.328125,21.398304,-51.921875,0.000000
13527.00,1,1.500000,0.000692,0.009148,0.524106,0.564316,15.502646,106887.023437,21.424673,-51.921875,0.000000
14526.00,1,1.500000,0.002711,0.009204,0.523831,0.559488,15.495780,106839.679687,21.392444,-53.921875,0.000000
15525.00,1,1.500000,0.005153,0.014438,0.521359,0.516037,15.433978,106413.570312,21.390979,-53.921875,0.000000
16524.00,1,1.500000,0.007594,0.009625,0.520260,0.496726,15.406510,106224.187500,21.383655,-51.921875,0.000000
17523.00,1,1.500000,0.010035,0.000000,0.519436,0.482241,15.385909,106082.140625,21.395374,-51.921875,0.000000
18522.00,1,1.500000,0.009495,0.007297,0.518887,0.472586,15.372176,105987.460937,21.431997,-51.921875,0.000000
19521.00,1,1.500000,0.007475,0.004739,0.519711,0.487069,15.392775,106129.484375,21.379261,-51.921875,0.000000
20520.00,1,1.500000,0.006685,0.002267,0.519711,0.487069,15.392775,106129.484375,21.407094,-51.921875,0.000000
21519.00,1,1.500000,0.006317,0.017214,0.518612,0.467758,15.365308,105940.109375,21.421743,-51.921875,0.000000
