Time[ms],#Mission,TargetDepth[m],PistonPosition[m],PIDoutput,Pressure[V],MeasuredDepth[m],Psi,Pascal,Battery[V],Temperature,MotionData
0.00,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
540.00,1,1.500000,-0.000000,0.055000,0.500758,0.083639,14.818963,102173.187500,23.859392,-215.914062,0.000000
1539.00,1,1.500000,0.002312,0.055000,0.500484,0.078811,14.812096,102125.843750,22.754833,-213.914062,0.000000
2538.00,1,1.500000,0.004753,0.055000,0.499385,0.059499,14.784627,101936.453125,22.819290,-215.914062,0.000000
3537.00,1,1.500000,0.007195,0.055000,0.499934,0.069155,14.798361,102031.148437,22.866167,-213.914062,0.000000
4536.00,1,1.500000,0.009636,0.055000,0.501308,0.093295,14.832696,102267.875000,22.825149,-213.914062,0.000000
5535.00,1,1.500000,0.012078,0.055000,0.501033,0.088466,14.825829,102220.531250,22.792921,-213.914062,0.000000
6534.00,1,1.500000,0.014519,0.055000,0.502407,0.112606,14.860164,102457.265625,22.428152,-211.914062,0.000000
7533.00,1,1.500000,0.016960,0.055000,0.501033,0.088466,14.825829,102220.531250,22.324142,-211.914062,0.000000
8532.00,1,1.500000,0.019402,0.055000,0.501582,0.098122,14.839563,102315.218750,22.390064,-211.914062,0.000000
9531.00,1,1.500000,0.021843,0.055000,0.500758,0.083639,14.818963,102173.187500,22.472101,-211.914062,0.000000
10530.00,1,1.500000,0.024285,0.055000,0.502407,0.112606,14.860164,102457.265625,22.562927,-211.914062,0.000000
11529.00,1,1.500000,0.026726,0.055000,0.503505,0.131917,14.887631,102646.640625,22.303632,-209.914062,0.000000
12528.00,1,1.500000,0.027700,0.000000,0.523556,0.484354,15.388913,106102.859375,22.662542,-209.914062,0.000000
13527.00,1,1.500000,0.025258,0.040486,0.533170,0.653329,15.629253,107759.945312,22.293378,-209.914062,0.000000
14526.00,1,1.500000,0.025637,0.046820,0.541136,0.793339,15.828393,109132.960937,22.718210,-209.914062,0.000000
15525.00,1,1.500000,0.027656,0.023031,0.545531,0.870586,15.938263,109890.500000,22.725534,-209.914062,0.000000
16524.00,1,1.500000,0.027252,0.055000,0.546355,0.885069,15.958864,110032.531250,22.735788,-211.914062,0.000000
17523.00,1,1.500000,0.028216,0.033145,0.552397,0.991282,16.109933,111074.125000,22.715280,-211.914062,0.000000
18522.00,1,1.500000,0.030235,0.025715,0.554595,1.029906,16.164869,111452.890625,22.732858,-213.914062,0.000000
19521.00,1,1.500000,0.029867,0.026600,0.557616,1.083012,16.240404,111973.687500,22.778272,-211.914062,0.000000
20520.00,1,1.500000,0.029500,0.021739,0.560363,1.131292,16.309074,112447.156250,22.810501,-213.914062,0.000000
21519.00,1,1.500000,0.028953,0.019454,0.563659,1.189226,16.391475,113015.289062,22.817825,-215.914062,0.000000
22518.00,1,1.500000,0.026934,0.038313,0.566406,1.237504,16.460144,113488.742187,22.691841,-217.914062,0.000000
23517.00,1,1.500000,0.027292,0.030471,0.569153,1.285784,16.528814,113962.210937,22.760692,-217.914062,0.000000
