Time[ms],#Mission,TargetDepth[m],PistonPosition[m],PIDoutput,Pressure[V],MeasuredDepth[m],Psi,Pascal,Battery[V],Temperature,MotionData
0.00,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
540.00,1,1.500000,-0.000000,0.055000,0.500758,0.083639,14.818963,102173.187500,23.320297,210.085937,0.000000
1539.00,1,1.500000,0.002312,0.055000,0.500209,0.073983,14.805230,102078.500000,22.310958,212.085937,0.000000
2538.00,1,1.500000,0.004754,0.045823,0.501033,0.088466,14.825829,102220.531250,22.350511,212.085937,0.000000
3537.00,1,1.500000,0.007195,0.055000,0.500484,0.078811,14.812096,102125.843750,22.365160,214.085937,0.000000
4536.00,1,1.500000,0.009637,0.055000,0.499934,0.069155,14.798361,102031.148437,22.306562,214.085937,0.000000
5535.00,1,1.500000,0.012079,0.040920,0.500484,0.078811,14.812096,102125.843750,22.069244,214.085937,0.000000
6534.00,1,1.500000,0.014520,0.055000,0.499934,0.069155,14.798361,102031.148437,22.390064,214.085937,0.000000
7533.00,1,1.500000,0.016962,0.055000,0.499385,0.059499,14.784627,101936.453125,22.124912,214.085937,0.000000
8532.00,1,1.500000,0.019404,0.055000,0.501033,0.088466,14.825829,102220.531250,22.290449,216.085937,0.000000
9531.00,1,1.500000,0.021846,0.016358,0.505977,0.175368,14.949433,103072.750000,22.218667,216.085937,0.000000
10530.00,1,1.500000,0.019827,0.034012,0.523831,0.489182,15.395780,106150.203125,21.787977,216.085937,0.000000
11529.00,1,1.500000,0.020195,0.053316,0.528501,0.571256,15.512516,106955.078125,21.905172,216.085937,0.000000
12529.00,1,1.500000,0.022215,0.055000,0.529599,0.590568,15.539985,107144.468750,22.132236,216.085937,0.000000
13528.00,1,1.500000,0.024656,0.043411,0.532346,0.638846,15.608653,107617.914062,22.060455,216.085937,0.000000
14527.00,1,1.500000,0.027098,0.051892,0.533994,0.667814,15.649854,107901.984375,22.126377,216.085937,0.000000
15526.00,1,1.500000,0.029539,0.036445,0.536192,0.706436,15.704789,108280.742187,22.324142,216.085937,0.000000
16525.00,1,1.500000,0.030340,0.041363,0.539488,0.764372,15.787192,108848.898437,22.267009,216.085937,0.000000
17524.00,1,1.500000,0.032359,0.047244,0.540037,0.774027,15.800925,108943.578125,22.299238,214.085937,0.000000
18523.00,1,1.500000,0.033148,0.022392,0.543608,0.836790,15.890195,109559.078125,22.300703,212.085937,0.000000
19522.00,1,1.500000,0.032358,0.027482,0.546355,0.885069,15.958864,110032.531250,22.331466,214.085937,0.000000
20521.00,1,1.500000,0.031990,0.039175,0.547179,0.899553,15.979465,110174.570312,22.319747,212.085937,0.000000
21520.00,1,1.500000,0.032781,0.040895,0.551024,0.967143,16.075599,110837.398437,22.271404,214.085937,0.000000
22520.00,1,1.500000,0.033333,0.042893,0.554045,1.020250,16.151136,111358.210937,22.297773,210.085937,0.000000
23519.00,1,1.500000,0.033691,0.029758,0.557891,1.087841,16.247272,112021.046875,22.297773,212.085937,0.000000
24518.00,1,1.500000,0.032474,0.029158,0.559814,1.121635,16.295339,112352.453125,23.109346,210.085937,0.000000
25517.00,1,1.500000,0.030162,0.034093,0.562835,1.174743,16.370876,112873.265625,22.261150,210.085937,0.000000
26516.00,1,1.500000,0.030719,0.035856,0.566406,1.237504,16.460144,113488.742187,22.286054,210.085937,0.000000
27515.00,1,1.500000,0.032737,0.029586,0.567504,1.256816,16.487611,113678.125000,22.316818,210.085937,0.000000
28514.00,1,1.500000,0.030717,0.025304,0.571350,1.324407,16.583747,114340.960937,22.209877,210.085937,0.000000
29513.00,1,1.500000,0.028276,0.015078,0.575195,1.391997,16.679883,115003.796875,22.286054,208.085937,0.000000
30512.00,1,1.500000,0.025834,0.023024,0.577942,1.440277,16.748554,115477.265625,22.288984,208.085937,0.000000
31511.00,1,1.500000,0.023393,0.030766,0.581238,1.498211,16.830955,116045.398437,22.297773,206.085937,0.000000
32511.00,1,1.500000,0.023797,0.014474,0.585358,1.570630,16.933959,116755.585937,22.299238,206.085937,0.000000
33510.00,1,1.500000,0.023007,0.016651,0.587556,1.609252,16.988893,117134.343750,22.384204,206.085937,0.000000
34509.00,1,1.500000,0.022515,0.022172,0.588654,1.628564,17.016361,117323.726562,22.388599,202.085937,0.000000
35508.00,1,1.500000,0.021356,0.009018,0.592225,1.691327,17.105630,117939.218750,22.256755,204.085937,0.000000
36507.00,1,1.500000,0.020576,0.017394,0.593599,1.715466,17.139965,118175.945312,22.356370,204.085937,0.000000
37506.00,1,1.500000,0.020199,0.032183,0.593599,1.715466,17.139965,118175.945312,22.369554,202.085937,0.000000
38505.00,1,1.500000,0.022640,0.044295,0.592775,1.700983,17.119365,118033.914062,22.356370,200.085937,0.000000
39504.00,1,1.500000,0.023442,0.053444,0.591951,1.686499,17.098764,117891.875000,22.267009,200.085937,0.000000
40503.00,1,1.500000,0.023983,0.032253,0.593049,1.705811,17.126232,118081.257812,22.261150,198.085937,0.000000
41502.00,1,1.500000,0.024352,0.032115,0.593324,1.710639,17.133098,118128.601562,22.268474,200.085937,0.000000
42501.00,1,1.500000,0.026371,0.020113,0.593599,1.715466,17.139965,118175.945312,22.343187,200.085937,0.000000
