Time[ms],#Mission,TargetDepth[m],PistonPosition[m],PIDoutput,Pressure[V],MeasuredDepth[m],Psi,Pascal,Battery[V],Temperature,MotionData
0.00,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
540.00,1,2.100000,-0.000000,0.055000,0.496089,-0.103896,-0.147775,-1018.876281,19.946556,108.093750,0.000000
1539.00,1,2.100000,0.004458,0.055000,0.494183,-0.137401,-0.195430,-1347.443725,18.245767,110.093750,0.000000
2538.00,1,2.100000,0.009338,0.055000,0.492672,-0.163961,-0.233208,-1607.910034,18.069976,114.093750,0.000000
3537.00,1,2.100000,0.014219,0.055000,0.491549,-0.183689,-0.261267,-1801.374511,18.232584,114.093750,0.000000
4536.00,1,2.100000,0.019099,0.055000,0.490453,-0.202951,-0.288664,-1990.267089,18.266277,116.093750,0.000000
5535.00,1,2.100000,0.023980,0.055000,0.489670,-0.216719,-0.308247,-2125.287841,18.260417,116.093750,0.000000
6534.00,1,2.100000,0.028861,0.055000,0.489036,-0.227871,-0.324108,-2234.649414,17.971826,118.093750,0.000000
7533.00,1,2.100000,0.033742,0.055000,0.488527,-0.236807,-0.336819,-2322.286621,17.957176,118.093750,0.000000
8532.00,1,2.100000,0.038622,0.055000,0.488060,-0.245012,-0.348488,-2402.742187,18.124179,120.093750,0.000000
9531.00,1,2.100000,0.043503,0.055000,0.487781,-0.249919,-0.355468,-2450.865478,18.242837,122.093750,0.000000
10530.00,1,2.100000,0.048384,0.055000,0.487451,-0.255729,-0.363731,-2507.840087,18.288251,126.093750,0.000000
11529.00,1,2.100000,0.051867,0.055000,0.487246,-0.259324,-0.368845,-2543.100341,19.297590,126.093750,0.000000
12528.00,1,2.100000,0.051867,0.055000,0.487259,-0.259098,-0.368524,-2540.886230,19.218484,128.093750,0.000000
13527.00,1,2.100000,0.051867,0.055000,0.487157,-0.260895,-0.371079,-2558.500976,19.405996,128.093750,0.000000
14526.00,1,2.100000,0.051867,0.055000,0.486972,-0.264137,-0.375690,-2590.293945,19.398670,128.093750,0.000000
15525.00,1,2.100000,0.051867,0.055000,0.487719,-0.251023,-0.357038,-2461.689209,19.357652,126.093750,0.000000
16524.00,1,2.100000,0.051867,0.055000,0.492709,-0.163299,-0.232266,-1601.416870,19.132053,130.093750,0.000000
17523.00,1,2.100000,0.051867,0.055000,0.497422,-0.080464,-0.114446,-789.077880,19.224344,130.093750,0.000000
18523.00,1,2.100000,0.051867,0.055000,0.502371,0.006524,0.009280,63.981990,19.249248,130.093750,0.000000
19522.00,1,2.100000,0.051867,0.055000,0.507009,0.088040,0.125223,863.380859,19.190650,128.093750,0.000000
20521.00,1,2.100000,0.051867,0.055000,0.511507,0.167104,0.237677,1638.728271,19.265361,126.093750,0.000000
21520.00,1,2.100000,0.051867,0.055000,0.515711,0.240994,0.342774,2363.342529,19.277080,124.093750,0.000000
22519.00,1,2.100000,0.051867,0.055000,0.520294,0.321557,0.457361,3153.392089,19.277080,120.093750,0.000000
23518.00,1,2.100000,0.051867,0.055000,0.524392,0.393572,0.559791,3859.626464,19.275615,116.093750,0.000000
24517.00,1,2.100000,0.051867,0.055000,0.528999,0.474547,0.674964,4653.713867,19.291730,112.093750,0.000000
25516.00,1,2.100000,0.051867,0.055000,0.533961,0.561765,0.799017,5509.033691,19.281476,106.093750,0.000000
26516.00,1,2.100000,0.051867,0.055000,0.539505,0.659208,0.937613,6464.617675,19.290266,102.093750,0.000000
27515.00,1,2.100000,0.051867,0.055000,0.545429,0.763337,1.085720,7485.780761,19.304914,98.093750,0.000000
28514.00,1,2.100000,0.051867,0.054842,0.551466,0.869457,1.236657,8526.454101,19.300519,92.093750,0.000000
29513.00,1,2.100000,0.051082,0.046989,0.557796,0.980710,1.394897,9617.480468,19.227273,88.093750,0.000000
30512.00,1,2.100000,0.046622,0.047353,0.563659,1.083765,1.541475,10628.102539,18.206214,84.093750,0.000000
31511.00,1,2.100000,0.048816,0.053400,0.567886,1.158067,1.647157,11356.753906,18.402517,78.093750,0.000000
32510.00,1,2.100000,0.051852,0.055000,0.570734,1.208112,1.718339,11847.533203,19.316635,76.093750,0.000000
33509.00,1,2.100000,0.051852,0.055000,0.572779,1.244064,1.769474,12200.095703,19.354722,74.093750,0.000000
