Time[ms],#Mission,TargetDepth[m],PistonPosition[m],PIDoutput,Pressure[V],MeasuredDepth[m],Psi,Pascal,Battery[V],Temperature,MotionData
0.00,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
540.00,1,1.500000,-0.000000,0.055000,0.496199,-0.101965,-0.145028,-999.936218,20.646793,182.085937,0.000000
1539.00,1,1.500000,0.004456,0.055000,0.494478,-0.132217,-0.188056,-1296.602905,19.061737,182.085937,0.000000
2538.00,1,1.500000,0.009337,0.055000,0.493084,-0.156720,-0.222908,-1536.896118,19.052946,182.085937,0.000000
3536.00,1,1.500000,0.014218,0.055000,0.491883,-0.177824,-0.252925,-1743.855590,19.137912,184.085937,0.000000
4535.00,1,1.500000,0.019098,0.055000,0.490963,-0.194000,-0.275932,-1902.486084,18.242837,184.085937,0.000000
5534.00,1,1.500000,0.023979,0.055000,0.490377,-0.204302,-0.290586,-2003.520507,18.464042,184.085937,0.000000
6533.00,1,1.500000,0.028859,0.055000,0.489973,-0.211393,-0.300671,-2073.054931,18.471368,184.085937,0.000000
7532.00,1,1.500000,0.033740,0.055000,0.489655,-0.216991,-0.308634,-2127.958984,18.932821,186.085937,0.000000
8531.00,1,1.500000,0.038621,0.055000,0.489232,-0.224422,-0.319203,-2200.827392,18.383472,186.085937,0.000000
9530.00,1,1.500000,0.043502,0.055000,0.488997,-0.228558,-0.325086,-2241.389160,18.525569,186.085937,0.000000
10529.00,1,1.500000,0.048383,0.055000,0.490196,-0.207480,-0.295106,-2034.681518,19.060272,186.085937,0.000000
11528.00,1,1.500000,0.051848,0.055000,0.494419,-0.133244,-0.189517,-1306.676513,19.997829,186.085937,0.000000
12527.00,1,1.500000,0.051848,0.055000,0.498887,-0.054718,-0.077827,-536.599670,19.999294,184.085937,0.000000
13526.00,1,1.500000,0.051848,0.055000,0.503058,0.018591,0.026443,182.317840,19.981714,186.085937,0.000000
14525.00,1,1.500000,0.051848,0.055000,0.507090,0.089463,0.127246,877.332946,20.013942,184.085937,0.000000
15524.00,1,1.500000,0.051848,0.055000,0.511479,0.166615,0.236981,1633.930297,19.967065,186.085937,0.000000
16523.00,1,1.500000,0.051848,0.055000,0.516312,0.251557,0.357799,2466.935302,19.958274,186.085937,0.000000
17523.00,1,1.500000,0.051848,0.055000,0.521300,0.339238,0.482509,3326.786376,19.967065,186.085937,0.000000
18522.00,1,1.500000,0.051848,0.055000,0.526519,0.430971,0.612984,4226.376953,19.961204,186.085937,0.000000
19521.00,1,1.500000,0.051848,0.055000,0.532131,0.529607,0.753278,5193.673828,19.969995,186.085937,0.000000
20520.00,1,1.500000,0.051848,0.051820,0.538031,0.633303,0.900769,6210.583007,19.974390,186.085937,0.000000
21519.00,1,1.500000,0.050167,0.047740,0.543985,0.737962,1.049628,7236.935058,19.023647,188.085937,0.000000
22519.00,1,1.500000,0.046272,0.041937,0.550267,0.848371,1.206667,8319.679687,18.946006,188.085937,0.000000
23518.00,1,1.500000,0.041391,0.036832,0.556734,0.962038,1.368339,9434.367187,18.841997,186.085937,0.000000
24517.00,1,1.500000,0.036510,0.027079,0.563708,1.084621,1.542693,10636.496093,18.780469,188.085937,0.000000
25516.00,1,1.500000,0.031630,0.023495,0.570703,1.207570,1.717567,11842.210937,18.803907,184.085937,0.000000
26515.00,1,1.500000,0.026750,0.020097,0.577415,1.325553,1.885378,12999.227539,18.773143,186.085937,0.000000
27514.00,1,1.500000,0.021869,0.020890,0.583520,1.432850,2.037991,14051.458984,18.746776,184.085937,0.000000
28513.00,1,1.500000,0.022340,0.024379,0.588539,1.521066,2.163463,14916.558593,19.274150,184.085937,0.000000
29512.00,1,1.500000,0.025824,0.030060,0.592359,1.588223,2.258983,15575.143554,19.282941,184.085937,0.000000
30511.00,1,1.500000,0.030341,0.033409,0.595097,1.636344,2.327427,16047.047851,19.085174,182.085937,0.000000
31510.00,1,1.500000,0.035044,0.037597,0.596872,1.667548,2.371810,16353.058593,19.070526,182.085937,0.000000
32509.00,1,1.500000,0.038410,0.038784,0.598234,1.691473,2.405839,16587.685546,19.923116,180.085937,0.000000
33508.00,1,1.500000,0.039841,0.039723,0.599259,1.709500,2.431478,16764.460937,19.889423,178.085937,0.000000
34507.00,1,1.500000,0.040682,0.039382,0.600120,1.724633,2.453003,16912.867187,19.911397,176.085937,0.000000
35506.00,1,1.500000,0.039948,0.038640,0.600974,1.739643,2.474352,17060.064453,19.967065,174.085937,0.000000
36505.00,1,1.500000,0.038833,0.039725,0.601710,1.752573,2.492743,17186.865234,19.948020,174.085937,0.000000
37504.00,1,1.500000,0.038105,0.036732,0.602676,1.769564,2.516910,17353.490234,18.855180,172.085937,0.000000
38503.00,1,1.500000,0.035833,0.033487,0.603858,1.790326,2.546441,17557.097656,19.893817,170.085937,0.000000
39502.00,1,1.500000,0.033784,0.033670,0.605015,1.810670,2.575376,17756.599609,19.931905,168.085937,0.000000
40501.00,1,1.500000,0.035258,0.035483,0.605768,1.823911,2.594210,17886.453125,19.092500,166.085937,0.000000
41500.00,1,1.500000,0.034009,0.036116,0.606500,1.836761,2.612487,18012.472656,18.843462,164.085937,0.000000
42499.00,1,1.500000,0.035406,0.035442,0.607023,1.845964,2.625577,18102.720703,19.921651,162.085937,0.000000
43498.00,1,1.500000,0.035461,0.035463,0.607447,1.853418,2.636179,18175.820312,19.975854,160.085937,0.000000
44497.00,1,1.500000,0.035450,0.035423,0.607791,1.859456,2.644766,18235.029296,19.978784,158.085937,0.000000
45496.00,1,1.500000,0.035383,0.035699,0.608041,1.863863,2.651035,18278.250000,19.983179,156.085937,0.000000
46495.00,1,1.500000,0.035986,0.035519,0.608195,1.866566,2.654880,18304.757812,19.986108,154.085937,0.000000
47494.00,1,1.500000,0.034700,0.034273,0.608476,1.871506,2.661906,18353.199218,19.943626,152.085937,0.000000
48493.00,1,1.500000,0.034586,0.036698,0.608512,1.872127,2.662789,18359.291015,19.967065,150.085937,0.000000
49492.00,1,1.500000,0.036509,0.034497,0.608529,1.872438,2.663232,18362.343750,19.961204,150.085937,0.000000
50490.00,1,1.500000,0.034037,0.035780,0.608582,1.873366,2.664551,18371.435546,19.902608,148.085937,0.000000
51489.00,1,1.500000,0.034118,0.033357,0.608839,1.877883,2.670976,18415.738281,18.840532,146.085937,0.000000
52488.00,1,1.500000,0.033276,0.033920,0.608968,1.880142,2.674189,18437.888671,19.927511,144.085937,0.000000
53487.00,1,1.500000,0.033426,0.032946,0.609102,1.882501,2.677544,18461.025390,19.958274,144.085937,0.000000
54486.00,1,1.500000,0.032845,0.032738,0.609235,1.884849,2.680884,18484.048828,19.983179,144.085937,0.000000
55485.00,1,1.500000,0.032993,0.033592,0.609236,1.884867,2.680909,18484.222656,19.969995,142.085937,0.000000
56484.00,1,1.500000,0.031940,0.032993,0.609364,1.887101,2.684088,18506.138671,18.831741,140.085937,0.000000
57483.00,1,1.500000,0.031739,0.031996,0.609472,1.889008,2.686800,18524.837890,19.616945,140.085937,0.000000
