Time[ms],#Mission,TargetDepth[m],PistonPosition[m],PIDoutput,Pressure[V],MeasuredDepth[m],Psi,Pascal,Battery[V],Temperature,MotionData
0.00,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
540.00,1,1.500000,-0.000000,0.055000,0.496007,0.000115,0.000164,1.131249,20.604311,38.085937,0.000000
1539.00,1,1.500000,0.004457,0.055000,0.494198,-0.031666,-0.045040,-310.540618,19.156957,38.085937,0.000000
2538.00,1,1.500000,0.009338,0.055000,0.492805,-0.056155,-0.079872,-550.695190,19.139377,38.085937,0.000000
3537.00,1,1.500000,0.014219,0.055000,0.491732,-0.075025,-0.106711,-735.745178,19.091035,38.085937,0.000000
4536.00,1,1.500000,0.019100,0.055000,0.490813,-0.091179,-0.129687,-894.159912,19.029508,38.085937,0.000000
5535.00,1,1.500000,0.023980,0.055000,0.490043,-0.104697,-0.148914,-1026.725219,18.814163,38.085937,0.000000
6534.00,1,1.500000,0.028861,0.055000,0.489253,-0.118591,-0.168677,-1162.984008,18.883014,38.085937,0.000000
7533.00,1,1.500000,0.033742,0.055000,0.488887,-0.125019,-0.177819,-1226.020141,18.718942,38.085937,0.000000
8532.00,1,1.500000,0.038623,0.055000,0.488558,-0.130805,-0.186048,-1282.758300,18.721872,38.085937,0.000000
9531.00,1,1.500000,0.043503,0.055000,0.488242,-0.136360,-0.193949,-1337.230957,18.254558,38.085937,0.000000
10530.00,1,1.500000,0.048383,0.055000,0.487860,-0.143081,-0.203509,-1403.143798,18.279462,38.085937,0.000000
11529.00,1,1.500000,0.051833,0.055000,0.488135,-0.138241,-0.196624,-1355.677978,19.329818,38.085937,0.000000
12528.00,1,1.500000,0.051833,0.055000,0.492753,-0.057075,-0.081179,-559.710571,19.668218,36.085937,0.000000
13527.00,1,1.500000,0.051833,0.050520,0.497941,0.034113,0.048521,334.537719,19.764904,38.085937,0.000000
14526.00,1,1.500000,0.048857,0.054192,0.502659,0.117052,0.166487,1147.888671,18.924032,36.085937,0.000000
15525.00,1,1.500000,0.051860,0.055000,0.504990,0.158017,0.224752,1549.612060,19.751720,36.085937,0.000000
16524.00,1,1.500000,0.051860,0.055000,0.505667,0.169907,0.241665,1666.221923,19.907003,38.085937,0.000000
17523.00,1,1.500000,0.051860,0.055000,0.505811,0.172442,0.245270,1691.074707,19.907003,38.085937,0.000000
18522.00,1,1.500000,0.051860,0.055000,0.506136,0.178163,0.253407,1747.180908,19.904073,38.085937,0.000000
19521.00,1,1.500000,0.051860,0.055000,0.507469,0.201579,0.286713,1976.814941,19.893817,38.085937,0.000000
20520.00,1,1.500000,0.051860,0.052177,0.510803,0.260182,0.370065,2551.511230,19.902608,40.085937,0.000000
21519.00,1,1.500000,0.050209,0.041838,0.515280,0.338887,0.482010,3323.344970,18.871295,42.085937,0.000000
22518.00,1,1.500000,0.045329,0.043248,0.519512,0.413260,0.587794,4052.695800,18.902057,42.085937,0.000000
23517.00,1,1.500000,0.044899,0.050963,0.522305,0.462349,0.657614,4534.093750,18.988489,42.085937,0.000000
24516.00,1,1.500000,0.049779,0.055000,0.523652,0.486034,0.691303,4766.368164,18.975305,46.085937,0.000000
25515.00,1,1.500000,0.051851,0.055000,0.523782,0.488323,0.694557,4788.806640,19.865983,46.085937,0.000000
26514.00,1,1.500000,0.051851,0.055000,0.523451,0.482500,0.686275,4731.704101,19.892353,48.085937,0.000000
27513.00,1,1.500000,0.051851,0.055000,0.523076,0.475899,0.676888,4666.977539,19.911397,52.085937,0.000000
28512.00,1,1.500000,0.051851,0.055000,0.522799,0.471036,0.669971,4619.286132,19.912862,52.085937,0.000000
29511.00,1,1.500000,0.051851,0.055000,0.522654,0.468497,0.666358,4594.381835,19.918722,54.085937,0.000000
30510.00,1,1.500000,0.051851,0.055000,0.522851,0.471945,0.671262,4628.193359,19.917257,54.085937,0.000000
31509.00,1,1.500000,0.051851,0.055000,0.523539,0.484054,0.688487,4746.950683,19.915792,56.085937,0.000000
32508.00,1,1.500000,0.051851,0.055000,0.524721,0.504822,0.718025,4950.611816,19.923116,56.085937,0.000000
33507.00,1,1.500000,0.051851,0.051190,0.526494,0.535984,0.762347,5256.201660,19.912862,56.085937,0.000000
34506.00,1,1.500000,0.049529,0.046307,0.528867,0.577688,0.821664,5665.178222,18.967981,58.085937,0.000000
35505.00,1,1.500000,0.044648,0.042041,0.531574,0.625275,0.889350,6131.854003,18.926961,58.085937,0.000000
36504.00,1,1.500000,0.040551,0.036572,0.534761,0.681298,0.969032,6681.245605,18.926961,60.085937,0.000000
37503.00,1,1.500000,0.035670,0.031077,0.538464,0.746375,1.061594,7319.435058,18.897663,60.085937,0.000000
38502.00,1,1.500000,0.030789,0.029474,0.542235,0.812654,1.155865,7969.409179,18.874225,58.085937,0.000000
39501.00,1,1.500000,0.027822,0.026660,0.545921,0.877444,1.248018,8604.784179,18.871295,60.085937,0.000000
