Time[ms],#Mission,TargetDepth[m],PistonPosition[m],PIDoutput,Pressure[V],MeasuredDepth[m],Psi,Pascal,Battery[V],Temperature,MotionData
0.00,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
540.00,1,2.100000,-0.000000,0.055000,0.496007,-0.105345,-0.149836,-1033.080078,20.153112,-243.914062,0.000000
1539.00,1,2.100000,0.004456,0.055000,0.494012,-0.140410,-0.199710,-1376.955810,18.532896,-243.914062,0.000000
2538.00,1,2.100000,0.009337,0.055000,0.492220,-0.171902,-0.244503,-1685.786865,18.502132,-241.914062,0.000000
3537.00,1,2.100000,0.014217,0.055000,0.490947,-0.194273,-0.276320,-1905.162475,18.471368,-241.914062,0.000000
4536.00,1,2.100000,0.019097,0.055000,0.489647,-0.217125,-0.308824,-2129.263916,18.321945,-241.914062,0.000000
5535.00,1,2.100000,0.023977,0.055000,0.488830,-0.231482,-0.329245,-2270.063720,18.179845,-241.914062,0.000000
6534.00,1,2.100000,0.028858,0.055000,0.487990,-0.246250,-0.350250,-2414.891113,18.124179,-237.914062,0.000000
7533.00,1,2.100000,0.033739,0.055000,0.487518,-0.254544,-0.362046,-2496.220214,18.213539,-237.914062,0.000000
8532.00,1,2.100000,0.038620,0.055000,0.487037,-0.262998,-0.374071,-2579.131103,18.244302,-237.914062,0.000000
9531.00,1,2.100000,0.043501,0.055000,0.486724,-0.268495,-0.381890,-2633.038818,18.241373,-237.914062,0.000000
10530.00,1,2.100000,0.048382,0.055000,0.486336,-0.275314,-0.391588,-2699.907226,18.253093,-237.914062,0.000000
11529.00,1,2.100000,0.051856,0.055000,0.486176,-0.278132,-0.395597,-2727.544189,19.319564,-237.914062,0.000000
12528.00,1,2.100000,0.051856,0.055000,0.486337,-0.275298,-0.391566,-2699.752929,19.373767,-235.914062,0.000000
13527.00,1,2.100000,0.051856,0.055000,0.486468,-0.273002,-0.388300,-2677.237548,19.366441,-235.914062,0.000000
14526.00,1,2.100000,0.051856,0.055000,0.486653,-0.269743,-0.383665,-2645.275146,19.260967,-237.914062,0.000000
15525.00,1,2.100000,0.051856,0.055000,0.486883,-0.265703,-0.377918,-2605.653564,19.322494,-235.914062,0.000000
16524.00,1,2.100000,0.051856,0.055000,0.486938,-0.264747,-0.376559,-2596.283691,19.312240,-235.914062,0.000000
17523.00,1,2.100000,0.051856,0.055000,0.486929,-0.264891,-0.376763,-2597.691162,19.237527,-233.914062,0.000000
18522.00,1,2.100000,0.051856,0.055000,0.487107,-0.261772,-0.372327,-2567.105468,19.272686,-235.914062,0.000000
