Time[ms],#Mission,TargetDepth[m],PistonPosition[m],PIDoutput,Pressure[V],MeasuredDepth[m],Psi,Pascal,Battery[V],Temperature,MotionData
0.00,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
540.00,1,1.500000,-0.000000,0.055000,0.498698,-0.022878,-0.032539,-224.351882,20.920736,68.085937,0.000000
1539.00,1,1.500000,0.004457,0.055000,0.501128,0.019825,0.028198,194.416076,19.773693,70.085937,0.000000
2538.00,1,1.500000,0.009337,0.055000,0.503063,0.053835,0.076571,527.940734,19.741464,72.085937,0.000000
3538.00,1,1.500000,0.014218,0.055000,0.504844,0.085148,0.121109,835.020141,19.704841,74.085937,0.000000
4537.00,1,1.500000,0.019100,0.055000,0.506024,0.105878,0.150594,1038.311645,19.693122,74.085937,0.000000
5536.00,1,1.500000,0.023979,0.055000,0.507295,0.128221,0.182373,1257.414794,19.690193,76.085937,0.000000
6535.00,1,1.500000,0.028860,0.055000,0.508143,0.143132,0.203581,1403.644531,19.677007,76.085937,0.000000
7534.00,1,1.500000,0.033741,0.055000,0.508861,0.155742,0.221516,1527.302368,19.669683,76.085937,0.000000
8533.00,1,1.500000,0.038622,0.055000,0.509587,0.168514,0.239682,1652.552612,19.659429,78.085937,0.000000
9532.00,1,1.500000,0.043503,0.055000,0.510591,0.186149,0.264766,1825.494628,19.663824,78.085937,0.000000
10531.00,1,1.500000,0.048383,0.055000,0.511516,0.202414,0.287900,1984.998291,19.682867,80.085937,0.000000
11530.00,1,1.500000,0.051959,0.055000,0.513084,0.229975,0.327102,2255.286621,20.336227,80.085937,0.000000
12529.00,1,1.500000,0.051959,0.055000,0.515060,0.264707,0.376502,2595.889892,20.386035,82.085937,0.000000
13528.00,1,1.500000,0.051959,0.055000,0.517776,0.312442,0.444396,3064.003906,20.409475,82.085937,0.000000
14527.00,1,1.500000,0.051959,0.055000,0.521283,0.374088,0.532077,3668.546142,20.415334,84.085937,0.000000
15526.00,1,1.500000,0.051959,0.055000,0.525574,0.449512,0.639355,4408.201660,20.416799,84.085937,0.000000
