Time[ms],#Mission,TargetDepth[m],PistonPosition[m],PIDoutput,Pressure[V],MeasuredDepth[m],Psi,Pascal,Battery[V],Temperature,MotionData
0.00,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
540.00,1,1.500000,-0.000039,0.055000,0.498561,-0.088568,-0.125973,-868.552612,20.676092,16.085937,0.000000
1539.00,1,1.500000,0.004417,0.055000,0.500937,-0.046806,-0.066574,-459.010681,19.338607,16.085937,0.000000
2539.00,1,1.500000,0.009298,0.055000,0.502804,-0.013993,-0.019903,-137.229232,19.423574,16.085937,0.000000
3538.00,1,1.500000,0.014178,0.055000,0.504374,0.013598,0.019340,133.346649,19.417715,18.085937,0.000000
4537.00,1,1.500000,0.019059,0.055000,0.505752,0.037831,0.053808,370.994384,19.423574,16.085937,0.000000
5536.00,1,1.500000,0.023939,0.055000,0.506866,0.057412,0.081658,563.015319,19.376697,18.085937,0.000000
6535.00,1,1.500000,0.028820,0.055000,0.507925,0.076022,0.108129,745.522521,19.360582,18.085937,0.000000
7534.00,1,1.500000,0.033701,0.055000,0.508596,0.087816,0.124903,861.176879,19.347398,18.085937,0.000000
8533.00,1,1.500000,0.038582,0.055000,0.509227,0.098912,0.140686,969.999023,19.321029,18.085937,0.000000
9532.00,1,1.500000,0.043463,0.055000,0.510178,0.115626,0.164458,1133.900024,19.266826,20.085937,0.000000
10531.00,1,1.500000,0.048344,0.055000,0.511339,0.136018,0.193463,1333.883300,19.262432,20.085937,0.000000
11530.00,1,1.500000,0.049946,0.055000,0.512968,0.164655,0.234194,1614.712646,20.418264,20.085937,0.000000
12530.00,1,1.500000,0.049946,0.055000,0.515153,0.203059,0.288817,1991.326293,20.437309,22.085937,0.000000
13529.00,1,1.500000,0.049946,0.055000,0.518095,0.254781,0.362383,2498.542968,20.438774,20.085937,0.000000
14528.00,1,1.500000,0.049946,0.055000,0.521990,0.323229,0.459740,3169.794433,20.440238,22.085937,0.000000
15527.00,1,1.500000,0.049946,0.055000,0.526674,0.405564,0.576848,3977.227539,20.446098,22.085937,0.000000
16526.00,1,1.500000,0.049946,0.050492,0.532207,0.502815,0.715171,4930.931640,20.437309,22.085937,0.000000
17525.00,1,1.500000,0.048294,0.042205,0.538548,0.614274,0.873703,6023.971191,19.252178,24.085937,0.000000
18524.00,1,1.500000,0.043412,0.035454,0.545555,0.737434,1.048876,7231.750976,19.256572,22.085937,0.000000
