Time[ms],#Mission,TargetDepth[m],PistonPosition[m],PIDoutput,Pressure[V],MeasuredDepth[m],Psi,Pascal,Battery[V],Temperature,MotionData
40.00,1,1.500000,-0.000000,0.055000,0.461205,0.021185,14.730133,101560.726562,17.873676,134.304687,0.000000
40.00,1,1.500000,-0.000000,0.055000,0.461205,0.021185,14.730133,101560.726562,17.873676,134.304687,0.000000
1115.00,1,1.500000,0.002495,0.053823,0.461755,0.030841,14.743866,101655.414062,16.083526,136.304687,0.000000
1115.00,1,1.500000,0.002495,0.053823,0.461755,0.030841,14.743866,101655.414062,16.083526,136.304687,0.000000
2151.00,1,1.500000,0.005026,0.055000,0.461755,0.030841,14.743866,101655.414062,15.898946,138.304687,0.000000
2151.00,1,1.500000,0.005026,0.055000,0.461755,0.030841,14.743866,101655.414062,15.898946,138.304687,0.000000
3112.00,1,1.500000,0.007373,0.055000,0.460931,0.016357,14.723265,101513.375000,15.787611,140.304687,0.000000
3112.00,1,1.500000,0.007373,0.055000,0.460931,0.016357,14.723265,101513.375000,15.787611,140.304687,0.000000
4112.00,1,1.500000,0.009815,0.055000,0.460931,0.016357,14.723265,101513.375000,15.705575,142.304687,0.000000
4112.00,1,1.500000,0.009815,0.055000,0.460931,0.016357,14.723265,101513.375000,15.705575,142.304687,0.000000
5114.00,1,1.500000,0.012261,0.051350,0.461755,0.030841,14.743866,101655.414062,15.605959,146.304687,0.000000
5114.00,1,1.500000,0.012261,0.051350,0.461755,0.030841,14.743866,101655.414062,15.605959,146.304687,0.000000
6114.00,1,1.500000,0.014703,0.050771,0.462579,0.045324,14.764467,101797.453125,15.537108,142.304687,0.000000
6114.00,1,1.500000,0.014703,0.050771,0.462579,0.045324,14.764467,101797.453125,15.537108,142.304687,0.000000
7111.00,1,1.500000,0.017139,0.031537,0.465325,0.093603,14.833135,102270.906250,15.488765,144.304687,0.000000
7111.00,1,1.500000,0.017139,0.031537,0.465325,0.093603,14.833135,102270.906250,15.488765,144.304687,0.000000
8111.00,1,1.500000,0.019581,0.055000,0.463403,0.059808,14.785067,101939.484375,15.449212,144.304687,0.000000
8111.00,1,1.500000,0.019581,0.055000,0.463403,0.059808,14.785067,101939.484375,15.449212,144.304687,0.000000
9148.00,1,1.500000,0.022114,0.038953,0.465325,0.093603,14.833135,102270.906250,15.434562,144.304687,0.000000
9148.00,1,1.500000,0.022114,0.038953,0.465325,0.093603,14.833135,102270.906250,15.434562,144.304687,0.000000
10112.00,1,1.500000,0.024469,0.000000,0.473566,0.238440,15.039141,103691.265625,15.408193,142.304687,0.000000
10112.00,1,1.500000,0.024469,0.000000,0.473566,0.238440,15.039141,103691.265625,15.408193,142.304687,0.000000
11112.00,1,1.500000,0.022449,0.000000,0.492244,0.566737,15.506090,106910.765625,15.406728,148.304687,0.000000
11112.00,1,1.500000,0.022449,0.000000,0.492244,0.566737,15.506090,106910.765625,15.406728,148.304687,0.000000
12109.00,1,1.500000,0.020013,0.016011,0.494441,0.605360,15.561024,107289.523437,15.381825,142.304687,0.000000
12109.00,1,1.500000,0.020013,0.016011,0.494441,0.605360,15.561024,107289.523437,15.381825,142.304687,0.000000
13108.00,1,1.500000,0.017571,0.022461,0.495814,0.629499,15.595358,107526.250000,15.358386,136.304687,0.000000
13108.00,1,1.500000,0.017571,0.022461,0.495814,0.629499,15.595358,107526.250000,15.358386,136.304687,0.000000
14110.00,1,1.500000,0.019596,0.016165,0.497737,0.663295,15.643426,107857.664062,15.365711,134.304687,0.000000
14110.00,1,1.500000,0.019596,0.016165,0.497737,0.663295,15.643426,107857.664062,15.365711,134.304687,0.000000
15110.00,1,1.500000,0.017576,0.000000,0.501308,0.726057,15.732696,108473.164062,15.321763,130.304687,0.000000
15110.00,1,1.500000,0.017576,0.000000,0.501308,0.726057,15.732696,108473.164062,15.321763,130.304687,0.000000
16146.00,1,1.500000,0.015045,0.012303,0.503231,0.759852,15.780764,108804.578125,15.317368,124.304687,0.000000
16146.00,1,1.500000,0.015045,0.012303,0.503231,0.759852,15.780764,108804.578125,15.317368,124.304687,0.000000
17107.00,1,1.500000,0.012698,0.000000,0.506527,0.817787,15.863166,109372.718750,15.299788,118.304687,0.000000
17107.00,1,1.500000,0.012698,0.000000,0.506527,0.817787,15.863166,109372.718750,15.299788,118.304687,0.000000
18144.00,1,1.500000,0.010165,0.008634,0.508449,0.851582,15.911234,109704.140625,15.329087,112.304687,0.000000
18144.00,1,1.500000,0.010165,0.008634,0.508449,0.851582,15.911234,109704.140625,15.329087,112.304687,0.000000
19108.00,1,1.500000,0.008634,0.001952,0.510921,0.895033,15.973035,110130.242187,16.247600,98.304687,0.000000
19108.00,1,1.500000,0.008634,0.001952,0.510921,0.895033,15.973035,110130.242187,16.247600,98.304687,0.000000
20108.00,1,1.500000,0.006320,0.000000,0.513668,0.943312,16.041704,110603.703125,15.345201,92.304687,0.000000
20108.00,1,1.500000,0.006320,0.000000,0.513668,0.943312,16.041704,110603.703125,15.345201,92.304687,0.000000
21105.00,1,1.500000,0.003884,0.011607,0.514767,0.962624,16.069171,110793.085937,15.310043,86.304687,0.000000
21105.00,1,1.500000,0.003884,0.011607,0.514767,0.962624,16.069171,110793.085937,15.310043,86.304687,0.000000
22105.00,1,1.500000,0.005903,0.024160,0.514492,0.957796,16.062305,110745.742187,15.390614,80.304687,0.000000
