Time[ms],#Mission,TargetDepth[m],PistonPosition[m],PIDoutput,Pressure[V],MeasuredDepth[m],Psi,Pascal,Battery[V],Temperature,MotionData
0.00,1,1.000000,-0.000000,0.010998,0.490046,0.598421,15.551155,107221.476562,17.010829,122.296875,0.000000
0.00,1,1.000000,-0.000000,0.010998,0.490046,0.598421,15.551155,107221.476562,17.010829,122.296875,0.000000
1116.00,1,1.000000,-0.000000,0.055000,0.460656,0.011529,14.716399,101466.031250,19.033903,192.304687,0.000000
1116.00,1,1.000000,-0.000000,0.055000,0.460656,0.011529,14.716399,101466.031250,19.033903,192.304687,0.000000
2152.00,1,1.000000,0.002400,0.003430,0.460931,0.016357,14.723265,101513.375000,17.728647,190.304687,0.000000
2152.00,1,1.000000,0.002400,0.003430,0.460931,0.016357,14.723265,101513.375000,17.728647,190.304687,0.000000
3113.00,1,1.000000,0.003430,0.003401,0.461205,0.021185,14.730133,101560.726562,18.326339,192.304687,0.000000
3113.00,1,1.000000,0.003430,0.003401,0.461205,0.021185,14.730133,101560.726562,18.326339,192.304687,0.000000
4113.00,1,1.000000,0.003401,0.003372,0.461480,0.026013,14.736999,101608.070312,18.367357,196.304687,0.000000
4113.00,1,1.000000,0.003401,0.003372,0.461480,0.026013,14.736999,101608.070312,18.367357,196.304687,0.000000
5112.00,1,1.000000,0.003372,0.003343,0.461755,0.030841,14.743866,101655.414062,18.340990,198.304687,0.000000
5112.00,1,1.000000,0.003372,0.003343,0.461755,0.030841,14.743866,101655.414062,18.340990,198.304687,0.000000
6114.00,1,1.000000,0.003343,0.010817,0.461205,0.021185,14.730133,101560.726562,18.338058,200.304687,0.000000
6114.00,1,1.000000,0.003343,0.010817,0.461205,0.021185,14.730133,101560.726562,18.338058,200.304687,0.000000
7111.00,1,1.000000,0.005650,0.005873,0.461205,0.021185,14.730133,101560.726562,17.574829,200.304687,0.000000
7111.00,1,1.000000,0.005650,0.005873,0.461205,0.021185,14.730133,101560.726562,17.574829,200.304687,0.000000
8111.00,1,1.000000,0.005873,0.005873,0.461205,0.021185,14.730133,101560.726562,18.276531,202.304687,0.000000
8111.00,1,1.000000,0.005873,0.005873,0.461205,0.021185,14.730133,101560.726562,18.276531,202.304687,0.000000
9148.00,1,1.000000,0.005873,0.000000,0.490870,0.542597,15.471755,106674.031250,18.758495,198.304687,0.000000
9148.00,1,1.000000,0.005873,0.000000,0.490870,0.542597,15.471755,106674.031250,18.758495,198.304687,0.000000
10112.00,1,1.000000,0.003647,0.000000,0.491694,0.557081,15.492355,106816.062500,17.514766,192.304687,0.000000
10112.00,1,1.000000,0.003647,0.000000,0.491694,0.557081,15.492355,106816.062500,17.514766,192.304687,0.000000
11112.00,1,1.000000,0.001205,0.000000,0.494716,0.610188,15.567891,107336.867187,17.435661,196.304687,0.000000
11112.00,1,1.000000,0.001205,0.000000,0.494716,0.610188,15.567891,107336.867187,17.435661,196.304687,0.000000
12109.00,1,1.000000,-0.000000,0.004840,0.494441,0.605360,15.561024,107289.523437,18.115388,196.304687,0.000000
12109.00,1,1.000000,-0.000000,0.004840,0.494441,0.605360,15.561024,107289.523437,18.115388,196.304687,0.000000
13109.00,1,1.000000,0.002313,0.014872,0.493068,0.581221,15.526690,107052.796875,17.406362,198.304687,0.000000
13109.00,1,1.000000,0.002313,0.014872,0.493068,0.581221,15.526690,107052.796875,17.406362,198.304687,0.000000
14111.00,1,1.000000,0.004759,0.017518,0.491420,0.552253,15.485488,106768.726562,17.397571,194.304687,0.000000
14111.00,1,1.000000,0.004759,0.017518,0.491420,0.552253,15.485488,106768.726562,17.397571,194.304687,0.000000
15110.00,1,1.000000,0.007201,0.037698,0.487574,0.484663,15.389353,106105.890625,17.368272,190.304687,0.000000
15110.00,1,1.000000,0.007201,0.037698,0.487574,0.484663,15.389353,106105.890625,17.368272,190.304687,0.000000
16146.00,1,1.000000,0.009732,0.023099,0.485377,0.446040,15.334418,105727.125000,17.321395,186.304687,0.000000
16146.00,1,1.000000,0.009732,0.023099,0.485377,0.446040,15.334418,105727.125000,17.321395,186.304687,0.000000
17107.00,1,1.000000,0.012079,0.023331,0.483179,0.407416,15.279482,105348.359375,17.322860,180.304687,0.000000
17107.00,1,1.000000,0.012079,0.023331,0.483179,0.407416,15.279482,105348.359375,17.322860,180.304687,0.000000
18144.00,1,1.000000,0.014613,0.003556,0.483179,0.407416,15.279482,105348.359375,17.261333,174.304687,0.000000
18144.00,1,1.000000,0.014613,0.003556,0.483179,0.407416,15.279482,105348.359375,17.261333,174.304687,0.000000
19113.00,1,1.000000,0.012666,0.000000,0.485102,0.441212,15.327550,105679.781250,17.265728,168.304687,0.000000
19113.00,1,1.000000,0.012666,0.000000,0.485102,0.441212,15.327550,105679.781250,17.265728,168.304687,0.000000
20107.00,1,1.000000,0.010238,0.000000,0.486201,0.460523,15.355017,105869.156250,17.280378,162.304687,0.000000
20107.00,1,1.000000,0.010238,0.000000,0.486201,0.460523,15.355017,105869.156250,17.280378,162.304687,0.000000
21104.00,1,1.000000,0.007802,0.008238,0.485651,0.450867,15.341284,105774.468750,17.296491,150.304687,0.000000
21104.00,1,1.000000,0.007802,0.008238,0.485651,0.450867,15.341284,105774.468750,17.296491,150.304687,0.000000
