Time[ms],#Mission,TargetDepth[m],PistonPosition[m],PIDoutput,Pressure[V],MeasuredDepth[m],Psi,Pascal,Battery[V],Temperature,MotionData
0.00,1,1.000000,-0.000000,0.055000,0.464227,0.074291,14.805667,102081.523437,17.560180,22.296875,0.000000
0.00,1,1.000000,-0.000000,0.055000,0.464227,0.074291,14.805667,102081.523437,17.560180,22.296875,0.000000
1114.00,1,1.000000,-0.000000,0.021308,0.467248,0.127399,14.881204,102602.328125,18.503597,108.296875,0.000000
1114.00,1,1.000000,-0.000000,0.021308,0.467248,0.127399,14.881204,102602.328125,18.503597,108.296875,0.000000
2151.00,1,1.000000,0.002402,0.029188,0.468347,0.146710,14.908671,102791.703125,17.048917,108.296875,0.000000
2151.00,1,1.000000,0.002402,0.029188,0.468347,0.146710,14.908671,102791.703125,17.048917,108.296875,0.000000
3115.00,1,1.000000,0.004757,0.032703,0.468622,0.151538,14.915537,102839.046875,16.908285,108.296875,0.000000
3115.00,1,1.000000,0.004757,0.032703,0.468622,0.151538,14.915537,102839.046875,16.908285,108.296875,0.000000
4115.00,1,1.000000,0.007199,0.033938,0.468622,0.151538,14.915537,102839.046875,16.843828,110.296875,0.000000
4115.00,1,1.000000,0.007199,0.033938,0.468622,0.151538,14.915537,102839.046875,16.843828,110.296875,0.000000
5112.00,1,1.000000,0.009635,0.035367,0.468347,0.146710,14.908671,102791.703125,16.786695,110.296875,0.000000
5112.00,1,1.000000,0.009635,0.035367,0.468347,0.146710,14.908671,102791.703125,16.786695,110.296875,0.000000
6114.00,1,1.000000,0.012082,0.024128,0.470270,0.180505,14.956739,103123.125000,16.694404,112.296875,0.000000
6114.00,1,1.000000,0.012082,0.024128,0.470270,0.180505,14.956739,103123.125000,16.694404,112.296875,0.000000
7111.00,1,1.000000,0.014518,0.032780,0.470270,0.180505,14.956739,103123.125000,16.640201,118.296875,0.000000
7111.00,1,1.000000,0.014518,0.032780,0.470270,0.180505,14.956739,103123.125000,16.640201,118.296875,0.000000
8110.00,1,1.000000,0.016959,0.034209,0.469995,0.175678,14.949873,103075.781250,16.629947,122.296875,0.000000
8110.00,1,1.000000,0.016959,0.034209,0.469995,0.175678,14.949873,103075.781250,16.629947,122.296875,0.000000
9154.00,1,1.000000,0.019508,0.032973,0.469995,0.175678,14.949873,103075.781250,16.600648,126.296875,0.000000
9154.00,1,1.000000,0.019508,0.032973,0.469995,0.175678,14.949873,103075.781250,16.600648,126.296875,0.000000
10112.00,1,1.000000,0.021847,0.034402,0.469720,0.170849,14.943005,103028.429687,16.588928,126.296875,0.000000
10112.00,1,1.000000,0.021847,0.034402,0.469720,0.170849,14.943005,103028.429687,16.588928,126.296875,0.000000
11112.00,1,1.000000,0.024288,0.033166,0.469720,0.170849,14.943005,103028.429687,16.566955,130.296875,0.000000
11112.00,1,1.000000,0.024288,0.033166,0.469720,0.170849,14.943005,103028.429687,16.566955,130.296875,0.000000
12109.00,1,1.000000,0.026725,0.031737,0.469995,0.175678,14.949873,103075.781250,16.559631,130.296875,0.000000
12109.00,1,1.000000,0.026725,0.031737,0.469995,0.175678,14.949873,103075.781250,16.559631,130.296875,0.000000
13109.00,1,1.000000,0.029166,0.037260,0.469171,0.161193,14.929271,102933.742187,16.539121,132.296875,0.000000
13109.00,1,1.000000,0.029166,0.037260,0.469171,0.161193,14.929271,102933.742187,16.539121,132.296875,0.000000
14111.00,1,1.000000,0.031612,0.010687,0.473566,0.238440,15.039141,103691.265625,16.517147,132.296875,0.000000
14111.00,1,1.000000,0.031612,0.010687,0.473566,0.238440,15.039141,103691.265625,16.517147,132.296875,0.000000
15110.00,1,1.000000,0.029593,0.000000,0.500209,0.706746,15.705229,108283.781250,16.498104,132.296875,0.000000
15110.00,1,1.000000,0.029593,0.000000,0.500209,0.706746,15.705229,108283.781250,16.498104,132.296875,0.000000
16146.00,1,1.000000,0.027062,0.000000,0.513119,0.933657,16.027971,110509.015625,16.527402,130.296875,0.000000
16146.00,1,1.000000,0.027062,0.000000,0.513119,0.933657,16.027971,110509.015625,16.527402,130.296875,0.000000
17107.00,1,1.000000,0.024715,0.000000,0.522183,1.092977,16.254577,112071.414062,16.471735,130.296875,0.000000
17107.00,1,1.000000,0.024715,0.000000,0.522183,1.092977,16.254577,112071.414062,16.471735,130.296875,0.000000
18144.00,1,1.000000,0.022182,0.000000,0.529874,1.228158,16.446849,113397.085937,16.496639,130.296875,0.000000
18144.00,1,1.000000,0.022182,0.000000,0.529874,1.228158,16.446849,113397.085937,16.496639,130.296875,0.000000
19108.00,1,1.000000,0.019827,0.000000,0.532621,1.276438,16.515520,113870.546875,16.462944,130.296875,0.000000
19108.00,1,1.000000,0.019827,0.000000,0.532621,1.276438,16.515520,113870.546875,16.462944,130.296875,0.000000
20108.00,1,1.000000,0.017385,0.000000,0.533445,1.290920,16.536119,114012.578125,16.474664,130.296875,0.000000
20108.00,1,1.000000,0.017385,0.000000,0.533445,1.290920,16.536119,114012.578125,16.474664,130.296875,0.000000
21105.00,1,1.000000,0.014949,0.000000,0.532346,1.271609,16.508651,113823.195312,16.462944,128.296875,0.000000
21105.00,1,1.000000,0.014949,0.000000,0.532346,1.271609,16.508651,113823.195312,16.462944,128.296875,0.000000
22104.00,1,1.000000,0.012508,0.000000,0.533445,1.290920,16.536119,114012.578125,16.476129,128.296875,0.000000
22104.00,1,1.000000,0.012508,0.000000,0.533445,1.290920,16.536119,114012.578125,16.476129,128.296875,0.000000
23141.00,1,1.000000,0.009974,0.000000,0.534269,1.305405,16.556720,114154.617187,16.467340,126.296875,0.000000
23141.00,1,1.000000,0.009974,0.000000,0.534269,1.305405,16.556720,114154.617187,16.467340,126.296875,0.000000
24105.00,1,1.000000,0.007620,0.000000,0.533719,1.295748,16.542985,114059.914062,16.480524,126.296875,0.000000
24105.00,1,1.000000,0.007620,0.000000,0.533719,1.295748,16.542985,114059.914062,16.480524,126.296875,0.000000
25141.00,1,1.000000,0.005089,0.000000,0.533170,1.286093,16.529253,113965.234375,16.465875,122.296875,0.000000
25141.00,1,1.000000,0.005089,0.000000,0.533170,1.286093,16.529253,113965.234375,16.465875,122.296875,0.000000
26102.00,1,1.000000,0.002742,0.000000,0.533445,1.290920,16.536119,114012.578125,16.476129,120.296875,0.000000
26102.00,1,1.000000,0.002742,0.000000,0.533445,1.290920,16.536119,114012.578125,16.476129,120.296875,0.000000
27101.00,1,1.000000,0.000301,0.000000,0.533719,1.295748,16.542985,114059.914062,16.483453,118.296875,0.000000
27101.00,1,1.000000,0.000301,0.000000,0.533719,1.295748,16.542985,114059.914062,16.483453,118.296875,0.000000
28103.00,1,1.000000,-0.000000,0.000000,0.532071,1.266781,16.501785,113775.851562,17.374134,116.296875,0.000000
28103.00,1,1.000000,-0.000000,0.000000,0.532071,1.266781,16.501785,113775.851562,17.374134,116.296875,0.000000
29102.00,1,1.000000,-0.000000,0.000000,0.533445,1.290920,16.536119,114012.578125,18.017238,114.296875,0.000000
29102.00,1,1.000000,-0.000000,0.000000,0.533445,1.290920,16.536119,114012.578125,18.017238,114.296875,0.000000
30099.00,1,1.000000,-0.000000,0.000000,0.532071,1.266781,16.501785,113775.851562,18.106599,114.296875,0.000000
30099.00,1,1.000000,-0.000000,0.000000,0.532071,1.266781,16.501785,113775.851562,18.106599,114.296875,0.000000
31099.00,1,1.000000,-0.000000,0.000000,0.530423,1.237814,16.460584,113491.781250,18.157873,112.296875,0.000000
31099.00,1,1.000000,-0.000000,0.000000,0.530423,1.237814,16.460584,113491.781250,18.157873,112.296875,0.000000
32136.00,1,1.000000,-0.000000,0.000491,0.528501,1.204018,16.412515,113160.359375,18.182775,112.296875,0.000000
32136.00,1,1.000000,-0.000000,0.000491,0.528501,1.204018,16.412515,113160.359375,18.182775,112.296875,0.000000
33100.00,1,1.000000,0.000491,0.000000,0.527677,1.189536,16.391916,113018.328125,17.609987,110.296875,0.000000
33100.00,1,1.000000,0.000491,0.000000,0.527677,1.189536,16.391916,113018.328125,17.609987,110.296875,0.000000
34100.00,1,1.000000,-0.000000,0.016713,0.523007,1.107461,16.275178,112213.453125,17.608522,108.296875,0.000000
34100.00,1,1.000000,-0.000000,0.016713,0.523007,1.107461,16.275178,112213.453125,17.608522,108.296875,0.000000
35097.00,1,1.000000,0.002307,0.009992,0.520260,1.059182,16.206510,111740.000000,16.785230,106.296875,0.000000
35097.00,1,1.000000,0.002307,0.009992,0.520260,1.059182,16.206510,111740.000000,16.785230,106.296875,0.000000
36096.00,1,1.000000,0.004748,0.006207,0.518612,1.030214,16.165308,111455.921875,16.716379,106.296875,0.000000
36096.00,1,1.000000,0.004748,0.006207,0.518612,1.030214,16.165308,111455.921875,16.716379,106.296875,0.000000
37097.00,1,1.000000,0.006207,0.024514,0.513668,0.943312,16.041704,110603.703125,17.394641,104.296875,0.000000
37097.00,1,1.000000,0.006207,0.024514,0.513668,0.943312,16.041704,110603.703125,17.394641,104.296875,0.000000
38097.00,1,1.000000,0.008522,0.012270,0.511746,0.909518,15.993639,110272.296875,16.682683,104.296875,0.000000
38097.00,1,1.000000,0.008522,0.012270,0.511746,0.909518,15.993639,110272.296875,16.682683,104.296875,0.000000
39133.00,1,1.000000,0.011053,0.010765,0.510372,0.885377,15.959302,110035.554687,16.613832,104.296875,0.000000
39133.00,1,1.000000,0.011053,0.010765,0.510372,0.885377,15.959302,110035.554687,16.613832,104.296875,0.000000
40094.00,1,1.000000,0.010765,0.014588,0.508449,0.851582,15.911234,109704.140625,17.419546,102.296875,0.000000
40094.00,1,1.000000,0.010765,0.014588,0.508449,0.851582,15.911234,109704.140625,17.419546,102.296875,0.000000
41131.00,1,1.000000,0.013169,0.013082,0.507076,0.827442,15.876899,109467.406250,16.638736,100.296875,0.000000
41131.00,1,1.000000,0.013169,0.013082,0.507076,0.827442,15.876899,109467.406250,16.638736,100.296875,0.000000
