Time[ms],#Mission,TargetDepth[m],PistonPosition[m],PIDoutput,Pressure[V],MeasuredDepth[m],Psi,Pascal,Battery[V],Temperature,MotionData
0.00,1,1.000000,-0.000000,0.003493,0.461205,0.232106,15.030133,103629.156250,17.450309,-233.703125,0.000000
0.00,1,1.000000,-0.000000,0.003493,0.461205,0.232106,15.030133,103629.156250,17.450309,-233.703125,0.000000
1116.00,1,1.000000,-0.000000,0.000000,0.463952,0.420999,15.298802,105481.562500,19.165746,152.304687,0.000000
1116.00,1,1.000000,-0.000000,0.000000,0.463952,0.420999,15.298802,105481.562500,19.165746,152.304687,0.000000
2152.00,1,1.000000,-0.000000,0.029957,0.462304,0.392032,15.257601,105197.492187,19.146701,154.304687,0.000000
2152.00,1,1.000000,-0.000000,0.029957,0.462304,0.392032,15.257601,105197.492187,19.146701,154.304687,0.000000
3113.00,1,1.000000,0.002218,0.000000,0.470544,0.536869,15.463607,106617.859375,17.807752,154.304687,0.000000
3113.00,1,1.000000,0.002218,0.000000,0.470544,0.536869,15.463607,106617.859375,17.807752,154.304687,0.000000
4112.00,1,1.000000,0.000198,0.055000,0.463952,0.420999,15.298802,105481.562500,17.737436,158.304687,0.000000
4112.00,1,1.000000,0.000198,0.055000,0.463952,0.420999,15.298802,105481.562500,17.737436,158.304687,0.000000
5114.00,1,1.000000,0.002224,0.020768,0.463128,0.406516,15.278202,105339.531250,17.699348,160.304687,0.000000
5114.00,1,1.000000,0.002224,0.020768,0.463128,0.406516,15.278202,105339.531250,17.699348,160.304687,0.000000
6113.00,1,1.000000,0.004665,0.008807,0.463403,0.411343,15.285068,105386.875000,17.693489,160.304687,0.000000
6113.00,1,1.000000,0.004665,0.008807,0.463403,0.411343,15.285068,105386.875000,17.693489,160.304687,0.000000
7110.00,1,1.000000,0.007101,0.000000,0.483179,0.758952,15.779483,108795.750000,17.659795,162.304687,0.000000
7110.00,1,1.000000,0.007101,0.000000,0.483179,0.758952,15.779483,108795.750000,17.659795,162.304687,0.000000
8110.00,1,1.000000,0.005082,0.000000,0.489772,0.874822,15.944289,109932.039062,17.604127,162.304687,0.000000
8110.00,1,1.000000,0.005082,0.000000,0.489772,0.874822,15.944289,109932.039062,17.604127,162.304687,0.000000
