Time[ms],#Mission,TargetDepth[m],PistonPosition[m],PIDoutput,Pressure[V],MeasuredDepth[m],Psi,Pascal,Battery[V],Temperature,MotionData
400.00,1,4.000000,-0.000000,0.000000,4.218209,65.354042,107.655235,742257.000000,23.107881,0.000000,0.000000
900.00,1,4.000000,-0.000000,0.000000,4.218209,65.354042,107.655235,742257.000000,23.107881,0.000000,0.000000
1399.00,1,4.000000,-0.000000,0.000000,4.216836,65.329902,107.620903,742020.312500,23.059539,0.000000,0.000000
1898.00,1,4.000000,-0.000000,0.000000,4.216836,65.329902,107.620903,742020.312500,23.059539,0.000000,0.000000
2397.00,1,4.000000,-0.000000,0.000000,4.216287,65.320243,107.607170,741925.625000,23.066864,25.296875,0.000000
2896.00,1,4.000000,-0.000000,0.000000,4.216287,65.320243,107.607170,741925.625000,23.066864,25.296875,0.000000
3395.00,1,4.000000,-0.000000,0.000000,4.217935,65.349212,107.648368,742209.687500,23.050748,25.304687,0.000000
3894.00,1,4.000000,-0.000000,0.000000,4.217935,65.349212,107.648368,742209.687500,23.050748,25.304687,0.000000
4393.00,1,4.000000,-0.000000,0.000000,4.216287,65.320243,107.607170,741925.625000,23.041959,25.312500,0.000000
4892.00,1,4.000000,-0.000000,0.000000,4.216287,65.320243,107.607170,741925.625000,23.041959,25.312500,0.000000
5391.00,1,4.000000,-0.000000,0.000000,4.219034,65.368522,107.675834,742399.062500,23.059539,25.320312,0.000000
5890.00,1,4.000000,-0.000000,0.000000,4.219034,65.368522,107.675834,742399.062500,23.059539,25.320312,0.000000
6389.00,1,4.000000,-0.000000,0.000000,4.219858,65.383003,107.696441,742541.125000,23.062469,25.328125,0.000000
6888.00,1,4.000000,-0.000000,0.000000,4.219858,65.383003,107.696441,742541.125000,23.062469,25.328125,0.000000
7387.00,1,4.000000,-0.000000,0.000000,4.219308,65.373352,107.682701,742446.375000,23.050748,25.335937,0.000000
7886.00,1,4.000000,-0.000000,0.000000,4.219308,65.373352,107.682701,742446.375000,23.050748,25.335937,0.000000
8385.00,1,4.000000,-0.000000,0.000000,4.221780,65.416801,107.744506,742872.500000,23.056608,25.351562,0.000000
8884.00,1,4.000000,-0.000000,0.000000,4.221780,65.416801,107.744506,742872.500000,23.056608,25.351562,0.000000
9383.00,1,4.000000,-0.000000,0.000000,4.220407,65.392662,107.710174,742635.812500,23.061004,25.351562,0.000000
9882.00,1,4.000000,-0.000000,0.000000,4.220407,65.392662,107.710174,742635.812500,23.061004,25.351562,0.000000
10380.00,1,4.000000,-0.000000,0.000000,4.220956,65.402313,107.723907,742730.500000,23.056608,25.359375,0.000000
10879.00,1,4.000000,-0.000000,0.000000,4.220956,65.402313,107.723907,742730.500000,23.056608,25.359375,0.000000
11378.00,1,4.000000,-0.000000,0.000000,4.220132,65.387832,107.703308,742588.437500,23.043424,25.375000,0.000000
11877.00,1,4.000000,-0.000000,0.000000,4.220132,65.387832,107.703308,742588.437500,23.043424,25.375000,0.000000
12375.00,1,4.000000,-0.000000,0.000000,4.222879,65.436111,107.771972,743061.875000,23.078582,25.382812,0.000000
12874.00,1,4.000000,-0.000000,0.000000,4.222879,65.436111,107.771972,743061.875000,23.078582,25.382812,0.000000
13372.00,1,4.000000,-0.000000,0.000000,4.220956,65.402313,107.723907,742730.500000,23.050748,25.398437,0.000000
13871.00,1,4.000000,-0.000000,0.000000,4.220956,65.402313,107.723907,742730.500000,23.050748,25.398437,0.000000
14369.00,1,4.000000,-0.000000,0.000000,4.222330,65.426460,107.758239,742967.187500,23.055143,25.406250,0.000000
14868.00,1,4.000000,-0.000000,0.000000,4.222330,65.426460,107.758239,742967.187500,23.055143,25.406250,0.000000
15366.00,1,4.000000,-0.000000,0.000000,4.220682,65.397491,107.717041,742683.125000,23.041959,25.421875,0.000000
15865.00,1,4.000000,-0.000000,0.000000,4.220682,65.397491,107.717041,742683.125000,23.041959,25.421875,0.000000
16364.00,1,4.000000,-0.000000,0.000000,4.220407,65.392662,107.710174,742635.812500,23.043424,25.429687,0.000000
16863.00,1,4.000000,-0.000000,0.000000,4.220407,65.392662,107.710174,742635.812500,23.043424,25.429687,0.000000
17362.00,1,4.000000,-0.000000,0.000000,4.221231,65.407142,107.730773,742777.812500,23.046354,25.445312,0.000000
17861.00,1,4.000000,-0.000000,0.000000,4.221231,65.407142,107.730773,742777.812500,23.046354,25.445312,0.000000
18360.00,1,4.000000,-0.000000,0.000000,4.220132,65.387832,107.703308,742588.437500,23.039030,25.460937,0.000000
18859.00,1,4.000000,-0.000000,0.000000,4.220132,65.387832,107.703308,742588.437500,23.039030,25.460937,0.000000
19358.00,1,4.000000,-0.000000,0.000000,4.219583,65.378173,107.689575,742493.750000,23.041959,25.460937,0.000000
19857.00,1,4.000000,-0.000000,0.000000,4.219583,65.378173,107.689575,742493.750000,23.041959,25.460937,0.000000
20356.00,1,4.000000,-0.000000,0.000000,4.221780,65.416801,107.744506,742872.500000,23.050748,25.468750,0.000000
20854.00,1,4.000000,-0.000000,0.000000,4.221780,65.416801,107.744506,742872.500000,23.050748,25.468750,0.000000
21353.00,1,4.000000,-0.000000,0.000000,4.219583,65.378173,107.689575,742493.750000,23.039030,25.484375,0.000000
21852.00,1,4.000000,-0.000000,0.000000,4.219583,65.378173,107.689575,742493.750000,23.039030,25.484375,0.000000
22351.00,1,4.000000,-0.000000,0.000000,4.222055,65.421630,107.751373,742919.875000,23.061004,25.492187,0.000000
22850.00,1,4.000000,-0.000000,0.000000,4.222055,65.421630,107.751373,742919.875000,23.061004,25.492187,0.000000
23349.00,1,4.000000,-0.000000,0.000000,4.220132,65.387832,107.703308,742588.437500,23.031705,25.507812,0.000000
